WELL_NAME,D_DATE,OIL,GAS,GAS_SALES,WATER
WELL B,8/11/19,29.75,81.88,82.34,130.92
WELL B,8/12/19,36.01,78.71,79.27,99.51
WELL B,8/13/19,35.1,80.54,80.89,77.88
WELL B,8/14/19,38.55,76.14,76.49,213.48
WELL B,8/15/19,35.83,70.5,70.78,165.46
WELL B,8/16/19,23.94,132.85,134.14,6.74
WELL B,8/17/19,33,123.1,124.03,-4.32
WELL B,8/18/19,26.69,105.85,106.57,-3.81
WELL B,8/19/19,40.04,123.31,124.23,-4.39
WELL B,8/20/19,32.65,111.74,112.74,-4.24
WELL B,8/21/19,29.7,100.28,101.37,-4.59
WELL B,8/22/19,37.3,114.31,118.2,-4.59
WELL B,8/23/19,30.05,108.56,120.54,-6.31
WELL B,8/24/19,27.15,108.86,114.31,-3.44
WELL B,8/25/19,27.83,111.76,113.23,-6.81
WELL B,8/26/19,25.42,108.21,111.77,-5.69
WELL B,8/27/19,27.49,170.2,171.02,1.08
WELL B,8/28/19,25.72,65.37,68.48,-3.53
WELL B,8/29/19,30.25,94.76,95.81,103.06
WELL B,8/30/19,15.79,95.07,96.08,78.09
WELL B,8/31/19,36.98,95.28,96.4,65.09
WELL B,9/1/19,26.37,99.41,100.34,95.67
WELL B,9/2/19,23.09,89.72,90.7,83.7
WELL B,9/3/19,28.48,105.99,107.17,86.12
WELL B,9/4/19,26.38,100.47,101.63,91.15
WELL B,9/5/19,25.07,91.53,93.59,85.72
WELL B,9/6/19,28.15,102.09,103.41,94.02
WELL B,9/7/19,27.43,100.88,101.97,79.94
WELL B,9/8/19,29.79,100.36,101.5,101.26
WELL B,9/9/19,26.84,93.09,94,82.37
WELL B,9/10/19,31,123.89,125.07,58.48
WELL B,9/11/19,22.5,93.04,93.74,72.37
WELL B,9/12/19,24.96,124.08,124.08,62.85
WELL B,9/13/19,22.93,71.27,71.27,63.24
WELL B,9/14/19,24.17,99.79,99.79,58.34
WELL B,9/15/19,27.24,104.29,107.79,61.6
WELL B,9/16/19,19.53,51.2,86.55,35.01
WELL B,9/17/19,19.54,79.34,83.12,43.08
WELL B,9/18/19,21.19,39.48,96.79,76.48
WELL B,9/19/19,25.43,0,93.67,56.89
WELL B,9/20/19,24.99,96.99,116.66,59.8
WELL B,9/21/19,22.53,104.47,105.87,46.67
WELL B,9/22/19,26.61,112.39,113.17,49.72
WELL B,9/23/19,30.93,95.34,95.97,69.62
WELL B,9/24/19,33.28,113.67,114.46,84.67
WELL B,9/25/19,33.26,121.15,121.94,84.62
WELL B,9/26/19,29.77,108.41,109.15,97.02
WELL B,9/27/19,29.3,115.22,116.04,96
WELL B,9/28/19,31.13,113.26,114.88,110.77
WELL B,9/29/19,27.65,106.05,108.28,87.68
WELL B,9/30/19,32.72,130.65,132.18,120.91
WELL B,10/1/19,32.37,116.55,118.7,95.63
WELL B,10/2/19,33.19,90.79,112.82,97.57
WELL B,10/3/19,31.13,31.19,106.06,87.85
WELL B,10/4/19,35.08,130.17,131.44,101.02
WELL B,10/5/19,34.76,108.68,109.95,91.42
WELL B,10/6/19,23.63,143.37,143.37,-11
WELL B,10/7/19,24.64,152.75,157.59,-5.07
WELL B,10/8/19,22.64,171.99,175.25,7.9
WELL B,10/9/19,21.88,96.35,98.04,0.71
WELL B,10/10/19,24.89,174.97,211.31,1.79
WELL B,10/11/19,21.59,158.6,165.19,1.33
WELL B,10/12/19,24.84,141.06,145.95,3.07
WELL B,10/13/19,26.03,104.26,128.35,6.18
WELL B,10/14/19,22.56,37.49,122.54,4.54
WELL B,10/15/19,23.15,85.52,125.59,1.46
WELL B,10/16/19,21.86,149.24,163.88,13.5
WELL B,10/17/19,23.31,84.07,88.06,8.85
WELL B,10/18/19,18.96,118.09,119.49,-5
WELL B,10/19/19,24.33,128.26,129.84,-4
WELL B,10/20/19,21.88,121.26,123.27,25.61
WELL B,10/21/19,26.6,147.41,149.89,27.23
WELL B,10/22/19,26.62,120.87,122.67,25.26
WELL B,10/23/19,22.24,98.64,119.3,25.32
WELL B,10/24/19,23.5,95.22,127.45,26.51
WELL B,10/25/19,24.84,112.05,117.45,29.74
WELL B,10/26/19,27.9,134.36,156.19,35.45
WELL B,10/27/19,22.04,120.98,123.13,17.17
WELL B,10/28/19,21.68,119.62,121.66,20.83
WELL B,10/29/19,25.9,143.18,145.8,24.15
WELL B,10/30/19,22.79,123.71,126.03,25.13
WELL B,10/31/19,16.56,135.53,136.93,20.18
WELL B,11/1/19,24.08,71.42,71.97,125.83
WELL B,11/2/19,22.74,76.09,76.42,139.98
WELL B,11/3/19,46.24,74.31,77,110.59
WELL B,11/4/19,23.41,74.27,75.66,109.79
WELL B,11/5/19,20.47,74.81,75.64,90.74
WELL B,11/6/19,27.41,82.62,82.62,115.78
WELL B,11/7/19,23.13,80.34,80.34,83.27
WELL B,11/8/19,16.71,56.7,56.7,64.78
WELL B,11/9/19,26.27,107.84,107.84,92.61
WELL B,11/10/19,26.72,78.98,78.98,88.21
WELL B,11/11/19,24.58,94.65,94.65,82.27
WELL B,11/12/19,26.01,81.72,81.72,90.09
WELL B,11/13/19,30.26,40.13,40.13,91.72
WELL B,11/14/19,25.59,111.4,111.4,66.22
WELL B,11/15/19,23.4,81.2,81.2,86.43
WELL B,11/16/19,31.22,80.94,80.94,91.99
WELL B,11/17/19,46.48,116.98,116.98,114.76
WELL B,11/18/19,46.47,104.64,104.64,85.72
WELL B,11/19/19,52.08,180.17,180.17,55.7
WELL B,11/20/19,41.35,112.63,112.63,68.15
WELL B,11/21/19,48.88,112.98,112.98,60.2
WELL B,11/22/19,44.86,140.62,140.62,64.35
WELL B,11/23/19,39.39,128.57,128.57,64.97
WELL B,11/24/19,43.26,152.88,153.1,73.03
WELL B,11/25/19,46.59,146.42,146.42,61.97
WELL B,11/26/19,42.4,119.41,119.41,71.74
WELL B,11/27/19,43.93,153.32,153.32,68.42
WELL B,11/28/19,42.07,128.11,128.11,69.18
WELL B,11/29/19,41.27,135.41,135.41,81.33
WELL B,11/30/19,36.35,135.3,135.3,63.23
WELL B,12/1/19,37.85,145.49,145.49,91.29
WELL B,12/2/19,43.15,164.03,164.03,69.35
WELL B,12/3/19,46.35,129.27,129.27,62.95
WELL B,12/4/19,45.05,168.2,168.2,67.67
WELL B,12/5/19,41.86,128.58,128.58,74.33
WELL B,12/6/19,44.92,125.24,125.24,78.38
WELL B,12/7/19,38.19,109.99,109.99,75.49
WELL B,12/8/19,24.94,132.23,132.23,93.07
WELL B,12/9/19,22.48,125.5,125.5,93.41
WELL B,12/10/19,20.11,121.12,121.12,93.42
WELL B,12/11/19,23.47,147.36,147.36,73.33
WELL B,12/12/19,25.29,87.74,87.74,34.94
WELL B,12/13/19,26.31,123.18,123.18,59.03
WELL B,12/14/19,18.42,111.85,111.85,74.79
WELL B,12/15/19,19.77,111.74,111.74,70.34
WELL B,12/16/19,16.99,99.76,99.76,74.19
WELL B,12/17/19,18.18,118.4,118.4,69.14
WELL B,12/18/19,17.69,104.52,104.52,74.77
WELL B,12/19/19,20.8,120.98,120.98,71.97
WELL B,12/20/19,19.48,120.52,120.52,67.09
WELL B,12/21/19,19.92,111.1,111.1,73.6
WELL B,12/22/19,20.64,117.83,117.83,69.94
WELL B,12/23/19,22.49,112.88,112.88,75.75
WELL B,12/24/19,22.02,99.17,99.17,78.63
WELL B,12/25/19,21.8,114.01,114.01,74.79
WELL B,12/26/19,27.99,102.77,102.77,96.87
WELL B,12/27/19,26.65,126.87,126.87,81.93
WELL B,12/28/19,22.33,109.38,109.38,86.55
WELL B,12/29/19,24.4,104.45,104.45,84.88
WELL B,12/30/19,22.03,112.76,112.76,87.64
WELL B,12/31/19,23.63,107.73,107.73,84.86
WELL B,1/1/20,20.6,109.68,109.68,97.39
WELL B,1/2/20,24.56,94.64,94.64,97.48
WELL B,1/3/20,19.34,102.46,102.46,98.77
WELL B,1/4/20,23.83,106.27,106.27,100.8
WELL B,1/5/20,21.95,110.18,110.18,100.4
WELL B,1/6/20,23.09,102.68,102.68,104.79
WELL B,1/7/20,24.05,108.57,108.57,89.52
WELL B,1/8/20,24.34,123.05,123.05,92.04
WELL B,1/9/20,23.32,104.03,104.03,94.56
WELL B,1/10/20,26.35,100.02,100.02,98.05
WELL B,1/11/20,27,79.74,79.74,97.12
WELL B,1/12/20,23.86,104.08,104.08,77.55
WELL B,1/13/20,2.78,37.07,37.07,46.38
WELL B,1/14/20,7.07,28.15,28.15,36.52
WELL B,1/15/20,10.76,19.87,19.87,35.16
WELL B,1/16/20,13.62,20.82,20.82,37.56
WELL B,1/17/20,9.62,26.8,26.8,38.76
WELL B,1/18/20,14.05,18.27,18.27,33.96
WELL B,1/19/20,10.76,13.8,13.8,27.21
WELL B,1/20/20,10.51,15.6,15.6,24.96
WELL B,1/21/20,10.01,23.19,23.19,26.24
WELL B,1/22/20,11.84,26.59,26.59,31.2
WELL B,1/23/20,11.94,16.92,16.92,29.22
WELL B,1/24/20,10.6,20.06,20.06,20.45
WELL B,1/25/20,9.83,16.86,16.86,20.1
WELL B,1/26/20,10.03,17.09,17.09,16.13
WELL B,1/27/20,12.75,26.28,26.28,25.06
WELL B,1/28/20,10.58,16.51,16.51,8.98
WELL B,1/29/20,14.87,27.83,27.83,36.18
WELL B,1/30/20,11.32,24.39,24.39,19.54
WELL B,1/31/20,10.35,27.3,27.3,18.36
WELL B,2/1/20,22.54,90.59,90.59,41.37
WELL B,2/2/20,19.42,107.93,107.93,73.25
WELL B,2/3/20,19.96,103.03,103.03,72.74
WELL B,2/4/20,15.67,101.34,101.34,70.14
WELL B,2/5/20,17.47,77.91,77.91,10.18
WELL B,2/6/20,16.56,96.52,96.52,39.28
WELL B,2/7/20,16.06,102.44,102.44,60.19
WELL B,2/8/20,17.74,90.76,90.76,99.08
WELL B,2/9/20,18.75,78.47,78.47,97.13
WELL B,2/10/20,23.11,97.83,97.83,106.35
WELL B,2/11/20,16.55,88.83,88.83,66.65
WELL B,2/12/20,21.57,69.34,69.34,71.71
WELL B,2/13/20,21.02,109.83,109.83,79.56
WELL B,2/14/20,19.9,87.83,87.83,76.98
WELL B,2/15/20,18.63,73.32,73.32,74.22
WELL B,2/16/20,19.05,87.49,87.49,71.15
WELL B,2/17/20,19.66,76.18,76.18,74.03
WELL B,2/18/20,43.38,12.24,92.27,94.42
WELL B,2/19/20,46.05,0,0,75.65
WELL B,2/20/20,52.27,0,0,79.13
WELL B,2/21/20,47.15,127.54,129.73,76.33
WELL B,2/22/20,47.74,163.04,163.04,85.72
WELL B,2/23/20,51.8,145.87,145.87,83.11
WELL B,2/24/20,42.18,156.5,156.5,75.92
WELL B,2/25/20,43.77,163.7,163.7,78.12
WELL B,2/26/20,47.43,163.53,163.53,74.79
WELL B,2/27/20,52.95,118.89,118.89,76.32
WELL B,2/28/20,47.31,168.58,168.58,73.83
WELL B,2/29/20,52.56,173.49,173.49,73.02
WELL B,3/1/20,48.46,182.5,182.5,79.36
WELL B,3/2/20,46.15,169.48,169.48,78.93
WELL B,3/3/20,50.9,163.61,167.42,70.34
WELL B,3/4/20,43.15,162.04,162.04,89.53
WELL B,3/5/20,54.51,168.44,168.44,93.23
WELL B,3/6/20,46.36,163.59,163.59,78.76
WELL B,3/7/20,50.78,162.29,162.29,66.99
WELL B,3/8/20,40.1,120.88,120.88,90.91
WELL B,3/9/20,33.01,113.83,113.83,75.64
WELL B,3/10/20,39.24,120.64,120.64,64.79
WELL B,3/11/20,31.29,110.12,110.12,36.22
WELL B,3/12/20,35.31,117.89,117.89,66.43
WELL B,3/13/20,34.67,117.17,117.17,50.45
WELL B,3/14/20,33.8,112.85,112.85,43.61
WELL B,3/15/20,32,116.57,116.57,42.93
WELL B,3/16/20,31.19,116.91,116.91,37.69
WELL B,3/17/20,37.34,27.74,27.74,53.62
WELL B,3/18/20,34.46,0,0,78.48
WELL B,3/19/20,34.74,0,0,91.25
WELL B,3/20/20,32.16,0,0,74.39
WELL B,3/21/20,31.17,0,0,79.84
WELL B,3/22/20,30.73,0,0,68.49
WELL B,3/23/20,32.37,0,0,81.24
WELL B,3/24/20,31.92,0,0,82.83
WELL B,3/25/20,31.7,0,0,82.44
WELL B,3/26/20,31.89,0,0,74.45
WELL B,3/27/20,31.49,62.94,62.94,78.01
WELL B,3/28/20,31.58,108.1,108.1,77.61
WELL B,3/29/20,27.53,106.1,106.1,94.07
WELL B,3/30/20,26.54,103.79,103.79,87.38
WELL B,3/31/20,27.3,99.04,99.04,88.82
WELL B,4/1/20,46.94,90.9,90.9,45.28
WELL B,4/2/20,42.93,89.41,89.41,23.37
WELL B,4/3/20,46.27,97.78,258.72,45.64
WELL B,4/4/20,42.22,101.38,105.02,56.83
WELL B,4/5/20,44.28,97.21,103.33,59.04
WELL B,4/6/20,0,0,0,0
WELL B,4/7/20,0,0,0,0
WELL B,4/8/20,0,0,0,0
WELL B,4/9/20,0,0,0,0
WELL B,4/10/20,0,0,0,0
WELL B,4/11/20,0,0,0,0
WELL B,4/12/20,0,0,0,0
WELL B,4/13/20,0,0,0,0
WELL B,4/14/20,0,0,0,0
WELL B,4/15/20,0,0,0,0
WELL B,4/16/20,0,0,0,0
WELL B,4/17/20,0,0,0,0
WELL B,4/18/20,0,0,0,0
WELL B,4/19/20,0,0,0,0
WELL B,4/20/20,0,0,0,0
WELL B,4/21/20,0,0,0,0
WELL B,4/22/20,0,0,0,0
WELL B,4/23/20,0,0,0,0
WELL B,4/24/20,0,0,0,0
WELL B,4/25/20,0,0,0,0
WELL B,4/26/20,0,0,0,0
WELL B,4/27/20,0,0,0,0
WELL B,4/28/20,0,0,0,0
WELL B,4/29/20,0,0,0,0
WELL B,4/30/20,0,0,0,0
WELL B,5/1/20,0,0,0,0
WELL B,5/2/20,0,0,0,0
WELL B,5/3/20,0,0,0,0
WELL B,5/4/20,0,0,0,0
WELL B,5/5/20,0,0,0,0
WELL B,5/6/20,0,0,0,0
WELL B,5/7/20,0,0,0,0
WELL B,5/8/20,0,0,0,0
WELL B,5/9/20,0,0,0,0
WELL B,5/10/20,0,0,0,0
WELL B,5/11/20,0,0,0,0
WELL B,5/12/20,0,0,0,0
WELL B,5/13/20,0,0,0,0
WELL B,5/14/20,0,0,0,0
WELL B,5/15/20,0,0,0,0
WELL B,5/16/20,0,0,0,0
WELL B,5/17/20,0,0,0,0
WELL B,5/18/20,0,0,0,0
WELL B,5/19/20,0,0,0,0
WELL B,5/20/20,0,0,0,0
WELL B,5/21/20,0,0,0,0
WELL B,5/22/20,0,0,0,0
WELL B,5/23/20,0,0,0,0
WELL B,5/24/20,0,0,0,0
WELL B,5/25/20,0,0,0,0
WELL B,5/26/20,0,0,0,0
WELL B,5/27/20,0,0,0,0
WELL B,5/28/20,0,0,0,0
WELL B,5/29/20,0,0,0,0
WELL B,5/30/20,0,0,0,0
WELL B,5/31/20,0,0,0,0
WELL B,6/1/20,0,0,0,0
WELL B,6/2/20,0,0,0,0
WELL B,6/3/20,0,0,0,0
WELL B,6/4/20,0,0,0,0
WELL B,6/5/20,12.67,12.08,12.08,28.33
WELL B,6/6/20,30.7,64.4,64.4,16.02
WELL B,6/7/20,41.95,140.57,140.57,18.91
WELL B,6/8/20,19.06,181.38,181.38,12.91
WELL B,6/9/20,19.83,180.23,180.23,58.43
WELL B,6/10/20,14.91,84.66,84.66,71.12
WELL B,6/11/20,34.41,159.39,159.39,131.59
WELL B,6/12/20,17.45,105.51,105.51,54.38
WELL B,6/13/20,8.96,91.89,91.89,45.72
WELL B,6/14/20,11.3,111.15,111.15,25.68
WELL B,6/15/20,10.54,104,104,42.26
WELL B,6/16/20,19.14,110.46,110.46,16.7
WELL B,6/17/20,10.59,162.98,162.98,78.33
WELL B,6/18/20,8.32,163.38,163.38,82.46
WELL B,6/19/20,7.79,169.21,169.21,71.34
WELL B,6/20/20,15.88,175.05,175.05,71.38
WELL B,6/21/20,24.05,165.42,165.42,76.43
WELL B,6/22/20,30.66,152.04,152.04,63.83
WELL B,6/23/20,29.41,157.89,157.89,70.43
WELL B,6/24/20,28.57,157.05,157.05,64.62
WELL B,6/25/20,22.01,147.68,147.68,16.7
WELL B,6/26/20,30.71,145.42,145.42,27.71
WELL B,6/27/20,22.27,158.18,158.18,72.65
WELL B,6/28/20,25.49,158.18,160.14,45.21
WELL B,6/29/20,24.38,132.42,132.42,22.14
WELL B,6/30/20,8.56,91.84,91.84,128.97
WELL B,7/1/20,10.91,60.57,60.57,91.78
WELL B,7/2/20,29.48,11.67,11.67,146.74
WELL B,7/3/20,20.73,10.65,10.65,89.99
WELL B,7/4/20,31.87,44.94,44.94,113.04
WELL B,7/5/20,13,9.64,9.64,60.29
WELL B,7/6/20,12.42,9.46,9.46,88.83
WELL B,7/7/20,7.23,2.59,2.59,53.69
WELL B,7/8/20,3.69,3.76,3.76,115.44
WELL B,7/9/20,4.27,3.52,3.52,90.33
WELL B,7/10/20,15.99,31.89,31.89,143.52
WELL B,7/11/20,13.01,53.87,53.87,38.14
WELL B,7/12/20,9,59,59,7.8
WELL B,7/13/20,15.79,102.22,102.22,43.37
WELL B,7/14/20,23.54,14.78,14.78,77.06
WELL B,7/15/20,13.83,54.7,54.7,-7.54
WELL B,7/16/20,17.63,49.9,49.9,0.72
WELL B,7/17/20,10.35,43.55,43.55,3.9
WELL B,7/18/20,8.68,40.44,40.44,103.72
WELL B,7/19/20,11.15,54.26,54.26,82.05
WELL B,7/20/20,15.3,67.59,67.59,70.13
WELL B,7/21/20,15.12,71.29,71.29,76.06
WELL B,7/22/20,15.61,90.57,90.57,97.77
WELL B,7/23/20,20.07,89.47,89.47,69.7
WELL B,7/24/20,17.19,90.63,90.63,64.68
WELL B,7/25/20,15.89,99.4,99.4,77.97
WELL B,7/26/20,17.9,86.17,86.17,64.35
WELL B,7/27/20,18.85,100.28,100.28,64.03
WELL B,7/28/20,18.61,98.85,98.85,65.86
WELL B,7/29/20,17.51,96.76,96.76,60.25
WELL B,7/30/20,13.76,92.1,92.1,59.34
WELL B,7/31/20,10.78,58.52,58.52,0.9
WELL B,8/1/20,9.87,59.99,64.45,13.19
WELL B,8/2/20,15.51,56.41,56.41,-9.22
WELL B,8/3/20,9.52,62.14,62.14,50.36
WELL B,8/4/20,14.56,62.06,62.06,59.7
WELL B,8/5/20,8.47,49.51,49.51,44.98
WELL B,8/6/20,13.06,49.23,49.23,45.42
WELL B,8/7/20,11.32,50.78,51.56,57.91
WELL B,8/8/20,17.32,57.7,57.7,72.16
WELL B,8/9/20,21.07,119.1,119.1,72.27
WELL B,8/10/20,13.59,75.02,75.54,52.88
WELL B,8/11/20,15.54,74.41,74.41,68.4
WELL B,8/12/20,16.65,52.28,52.28,46.22
WELL B,8/13/20,10.77,67.02,67.02,106.56
WELL B,8/14/20,9.68,69.31,69.31,139.55
WELL B,8/15/20,11.45,69.27,69.27,110.13
WELL B,8/16/20,11.03,67.13,67.13,93.78
WELL B,8/17/20,15.08,78.13,78.13,-3.5
WELL B,8/18/20,14.08,113.35,113.35,4.53
WELL B,8/19/20,14.43,102.92,102.92,-19.33
WELL B,8/20/20,11.56,86.97,86.97,-12.08
WELL B,8/21/20,9.21,89.52,89.52,-11.87
WELL B,8/22/20,9.67,101.8,101.8,85.3
WELL B,8/23/20,13.01,114.39,114.39,118.05
WELL B,8/24/20,13.3,96.25,96.25,87.58
WELL B,8/25/20,11.33,100.95,100.95,109.9
WELL B,8/26/20,9.55,96.33,96.33,106.32
WELL B,8/27/20,12,100.49,100.49,105.32
WELL B,8/28/20,18.28,130.74,130.74,130.63
WELL B,8/29/20,12.86,126.49,126.49,135.08
WELL B,8/30/20,14.71,113.11,113.11,75.51
WELL B,8/31/20,0,0,0,-20
WELL B,9/1/20,0,0,0,0
WELL B,9/2/20,0,0,0,0
WELL B,9/3/20,0,0,0,0
WELL B,9/4/20,0,0,0,0
WELL B,9/5/20,0,0,0,0
WELL B,9/6/20,0,0,0,0
WELL B,9/7/20,0,0,0,0
WELL B,9/8/20,0,0,0,0
WELL B,9/9/20,0,0,0,0
WELL B,9/10/20,0,0,0,0
WELL B,9/11/20,0,0,0,0
WELL B,9/12/20,0,0,0,0
WELL B,9/13/20,0,0,0,0
WELL B,9/14/20,0,0,0,0
WELL B,9/15/20,0,0,0,0
WELL B,9/16/20,5.84,64.84,64.84,46.96
WELL B,9/17/20,19.96,80.58,80.58,26.29
WELL B,9/18/20,17.52,66.71,66.71,35.13
WELL B,9/19/20,5.23,16.9,16.9,-3.04
WELL B,9/20/20,18.86,51.88,51.88,40.45
WELL B,9/21/20,18.29,80.84,80.84,56.01
WELL B,9/22/20,8.72,43,43,18.84
WELL B,9/23/20,8.93,34.66,34.66,16.37
WELL B,9/24/20,8.57,30.35,30.35,16.25
WELL B,9/25/20,8.3,29.08,29.08,10.99
WELL B,9/26/20,10.68,34.89,34.89,19.24
WELL B,9/27/20,4.83,15.17,15.17,-3.51
WELL B,9/28/20,1.12,3.29,3.29,-14.76
WELL B,9/29/20,18.2,67.27,67.27,67.08
WELL B,9/30/20,18.4,75.1,75.1,23.51
WELL B,10/1/20,21.16,74.96,74.96,48.54
WELL B,10/2/20,19.68,69.19,69.19,43.38
WELL B,10/3/20,19.41,68.49,68.49,44.8
WELL B,10/4/20,20.42,66.85,66.85,42.65
WELL B,10/5/20,21.26,71.66,71.66,47.93
WELL B,10/6/20,19.71,65.08,65.08,41.51
WELL B,10/7/20,19.51,68.46,68.46,41.98
WELL B,10/8/20,21.02,71.01,71.01,46.03
WELL B,10/9/20,19.06,89.24,89.24,101.85
WELL B,10/10/20,20.24,101.72,101.72,121.68
WELL B,10/11/20,19.28,92.58,92.58,114.26
WELL B,10/12/20,19.59,86.53,86.53,119.81
WELL B,10/13/20,18.95,85.26,85.26,109.64
WELL B,10/14/20,19.67,88.62,88.62,133.88
WELL B,10/15/20,27.94,108.39,108.39,154.33
WELL B,10/16/20,28.82,114.7,119.76,163.94
WELL B,10/17/20,27.92,114.88,114.88,214.66
WELL B,10/18/20,28.65,109.82,109.82,152.42
WELL B,10/19/20,33.65,119.47,119.47,171.62
WELL B,10/20/20,25.32,109.89,109.89,137.85
WELL B,10/21/20,25.31,70.51,70.51,48.01
WELL B,10/22/20,19.04,74.18,74.18,57.1
WELL B,10/23/20,19.31,74.43,74.43,59.71
WELL B,10/24/20,19.78,73.4,73.4,54.81
WELL B,10/25/20,19.12,74.62,74.62,59.05
WELL B,10/26/20,20.14,74.04,74.04,60.76
WELL B,10/27/20,19.07,77.1,77.1,57.13
WELL B,10/28/20,19.87,79.81,79.81,62.33
WELL B,10/29/20,18.12,70.67,70.67,58.09
WELL B,10/30/20,19.15,72.94,72.94,62.14
WELL B,10/31/20,18.43,81.42,81.42,60.81
WELL B,11/1/20,17.64,91.24,91.24,65.97
WELL B,11/2/20,16.5,94.16,94.16,66.32
WELL B,11/3/20,19.61,110.51,110.51,60.37
WELL B,11/4/20,19.45,98.27,98.54,68.33
WELL B,11/5/20,18.05,105.33,105.33,67.99
WELL B,11/6/20,19.93,105.7,105.7,63.92
WELL B,11/7/20,18.11,97.31,97.31,79.2
WELL B,11/8/20,16.11,97.91,97.91,51.71
WELL B,11/9/20,23.27,95.17,95.17,61.51
WELL B,11/10/20,20.59,87.71,87.71,73.71
WELL B,11/11/20,18.44,117.06,117.06,65.27
WELL B,11/12/20,14.78,87.82,87.82,65.88
WELL B,11/13/20,20.65,100.66,100.66,94.1
WELL B,11/14/20,16.76,89.3,89.3,50.07
WELL B,11/15/20,22.68,86.53,86.53,63.15
WELL B,11/16/20,22.61,86.18,86.18,121.29
WELL B,11/17/20,22,81.05,81.05,80.25
WELL B,11/18/20,20.58,88.61,88.61,123.76
WELL B,11/19/20,15.44,87.29,87.29,72.97
WELL B,11/20/20,15.49,75.17,75.17,84.44
WELL B,11/21/20,14.48,62.67,62.67,97.2
WELL B,11/22/20,17.01,104.1,104.1,110.53
WELL B,11/23/20,15.71,94.58,94.58,109.39
WELL B,11/24/20,19.12,115.93,115.93,89.5
WELL B,11/25/20,17.01,116.14,116.14,82.33
WELL B,11/26/20,17.35,128.99,128.99,124.05
WELL B,11/27/20,19.4,76.04,76.04,41.57
WELL B,11/28/20,16.72,88.12,88.12,74.52
WELL B,11/29/20,17.8,88.73,88.73,74.04
WELL B,11/30/20,16.76,78.19,78.53,66.69
WELL B,12/1/20,13.14,72.66,72.66,55.56
WELL B,12/2/20,19.29,98.26,98.26,62.21
WELL B,12/3/20,16.32,81.3,81.3,63.16
WELL B,12/4/20,17.37,83.27,83.27,68.26
WELL B,12/5/20,21.4,77.44,77.44,44.26
WELL B,12/6/20,20.87,81.9,81.9,60.37
WELL B,12/7/20,18.98,98.12,98.12,63.78
WELL B,12/8/20,23.98,100.51,100.51,79.08
WELL B,12/9/20,18.64,96.43,96.43,61.04
WELL B,12/10/20,22.51,88.9,88.9,58.73
WELL B,12/11/20,18.56,86.63,86.63,52.57
WELL B,12/12/20,20.71,105.61,105.61,68.7
WELL B,12/13/20,19.92,88.37,88.37,55.7
WELL B,12/14/20,16.47,79.42,79.42,53.86
WELL B,12/15/20,22.36,75.08,75.08,62.01
WELL B,12/16/20,24.51,79.55,79.55,59.49
WELL B,12/17/20,17.81,81.03,81.03,64.24
WELL B,12/18/20,23.35,97.2,97.2,69.09
WELL B,12/19/20,19.93,79.4,79.4,60.65
WELL B,12/20/20,23.1,81.82,81.82,59.29
WELL B,12/21/20,21.15,84.21,84.21,58.43
WELL B,12/22/20,26.64,74.98,74.98,59.67
WELL B,12/23/20,21.29,72.72,72.72,56.6
WELL B,12/24/20,31.69,125.55,125.55,66.3
WELL B,12/25/20,24.6,148.28,148.28,88.91
WELL B,12/26/20,21.72,128.41,128.41,64.31
WELL B,12/27/20,26.19,85.43,85.43,68.96
WELL B,12/28/20,19.08,76.8,76.8,74.02
WELL B,12/29/20,19.67,66.05,66.05,70.63
WELL B,12/30/20,24.99,90.39,90.39,94.65
WELL B,12/31/20,20.95,73.52,73.52,77.17
WELL B,1/1/21,21.61,79.29,79.29,79.03
WELL B,1/2/21,39.96,89.83,89.83,84.19
WELL B,1/3/21,24.11,88.83,88.83,156.97
WELL B,1/4/21,22.74,76.99,76.99,111.49
WELL B,1/5/21,27.28,63.38,63.38,64.88
WELL B,1/6/21,25.55,80.56,80.56,112.66
WELL B,1/7/21,24.24,87.3,87.3,98.77
WELL B,1/8/21,26.56,101.32,101.32,128.22
WELL B,1/9/21,23.16,89.12,89.12,92.69
WELL B,1/10/21,23.78,89.42,89.42,17.37
WELL B,1/11/21,23.94,95.55,95.55,23.12
WELL B,1/12/21,22.18,83.03,83.03,25.28
WELL B,1/13/21,23.14,86.87,86.87,13.65
WELL B,1/14/21,19.38,70.54,70.54,60.71
WELL B,1/15/21,15.67,61.84,61.84,15.13
WELL B,1/16/21,20.88,75.85,75.85,67.8
WELL B,1/17/21,23.1,76.98,76.98,65.64
WELL B,1/18/21,23.92,78.23,78.23,66.95
WELL B,1/19/21,21.61,80.12,80.12,64.6
WELL B,1/20/21,24.29,87.98,87.98,63.95
WELL B,1/21/21,23.41,81.88,81.88,61.14
WELL B,1/22/21,22.97,82.44,82.44,59.14
WELL B,1/23/21,18.98,51.98,51.98,50.29
WELL B,1/24/21,19.87,56.37,56.37,56.64
WELL B,1/25/21,17.66,97.8,97.8,71.46
WELL B,1/26/21,20.77,101.93,101.93,95.6
WELL B,1/27/21,18.87,89.13,89.13,58.66
WELL B,1/28/21,18.03,89.18,89.18,69.94
WELL B,1/29/21,19.92,99.79,99.79,71.93
WELL B,1/30/21,14.82,79.36,79.36,46.11
WELL B,1/31/21,15.86,109.97,109.97,61.54
WELL B,2/1/21,16.24,82.26,82.26,60.6
WELL B,2/2/21,20.44,69.85,69.85,54.35
